"season"|"team"|"player"|"dob"|"age"|"nationality"|"current.club"|"height.cm"|"foot"|"joined"|"contract.start"|"contract.end"|"curr.market.value.EUR"|"prev.market.value.EUR"
"2017"|"FC Goa"|"Hugo Boumous"|1995-07-24|"21"|"Morocco"|"FC Goa"|"172"|"right"|2018-02-03|NA|NA|"100K"|"100K"
"2017"|"FC Goa"|"Mandar Rao Desai"|1992-03-18|"25"|"India"|"FC Goa"|"171"|NA|2016-07-01|NA|2020-05-31|"125K"|NA
"2017"|"FC Goa"|"Brandon Fernandes"|1994-09-20|"22"|"India"|"FC Goa"|"171"|NA|2017-07-23|NA|2020-05-31|NA|NA
"2017"|"FC Goa"|"Manvir Singh"|1995-11-06|"21"|"India"|"FC Goa"|"187"|NA|2017-07-28|NA|2020-05-31|NA|NA
"2017"|"FC Goa"|"Liston Colaco"|1998-11-12|"18"|"India"|"FC Goa"|NA|NA|2017-10-01|NA|2020-05-31|NA|NA
"2017"|"FC Goa"|"Manuel Arana"|1984-12-03|"32"|"Spain"|"Without Club"|"175"|"right"|2017-07-12|NA|NA|"400K"|"400K"
"2017"|"FC Goa"|"Manuel Lanzarote"|1984-01-20|"33"|"Spain"|"Amar Tomar Kolkata"|"178"|"left"|2017-08-23|NA|2018-05-31|"400K"|"400K"
"2017"|"FC Goa"|"Coro"|1983-01-05|"34"|"Spain"|"FC Goa"|"171"|"right"|2017-07-17|NA|2019-06-30|"150K"|"200K"
"2017"|"FC Goa"|"Adrián Colunga"|1984-11-17|"32"|"Spain"|"Retired"|"172"|"right"|2017-09-01|NA|NA|"350K"|"500K"
"2017"|"FC Goa"|"Mark Sifneos"|1996-11-24|"20"|"Netherlands"|"Panathinaikos Athens"|"191"|"right"|2018-01-26|NA|2018-06-30|"25K"|"25K"
"2017"|"FC Goa"|"Lalawmpuia"|1999-10-24|"17"|"India"|"FC Goa"|"169"|"both"|2017-09-01|NA|2020-05-31|NA|NA
"2017"|"FC Pune City"|"Vishal Kaith"|1996-07-22|"20"|"India"|"FC Pune City"|"188"|"right"|2017-07-06|NA|2020-06-30|"25K"|NA
"2017"|"FC Pune City"|"Kamaljit Singh"|1995-12-28|"21"|"India"|"FC Pune City"|"185"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Pune City"|"Anuj Kumar"|1998-07-24|"18"|"India"|"FC Pune City"|NA|NA|2017-07-01|NA|2020-06-30|NA|NA
"2017"|"FC Pune City"|"Harpreet Singh"|1982-09-08|"34"|"India"|"Without Club"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Pune City"|"Sebastian Thangmuansang"|1998-07-25|"18"|"India"|"NEROCA FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"FC Pune City"|"Sarthak Golui"|1997-11-03|"19"|"India"|"FC Pune City"|NA|NA|2017-09-16|NA|2018-05-31|NA|NA
"2017"|"FC Pune City"|"Asish Rai"|NA|NA|"India"|"Indian Arrows FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"FC Pune City"|"Sahil Panwar"|NA|NA|"India"|"FC Pune City"|NA|NA|2017-12-01|NA|NA|NA|NA
"2017"|"FC Pune City"|"Rafa López"|1985-04-09|"32"|"Spain"|"CF Rayo Majadahonda"|"183"|"right"|2017-08-23|NA|NA|"300K"|"400K"
"2017"|"FC Pune City"|"Damir Grgic"|1992-05-18|"25"|"Croatia"|"NK Aluminij Kidricevo"|"194"|"both"|2017-08-30|NA|2018-06-30|"200K"|"50K"
"2017"|"FC Pune City"|"Nim Dorjee Tamang"|1995-10-30|"21"|"India"|"FC Pune City"|"179"|"right"|2017-07-23|NA|2018-05-31|NA|NA
"2017"|"FC Pune City"|"Wayne Vaz"|1994-07-28|"22"|"India"|"FC Pune City"|"177"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"FC Pune City"|"Pawan Kumar"|1995-05-12|"22"|"India"|"NorthEast United FC"|"183"|"right"|2017-07-23|NA|2018-05-30|NA|NA
"2017"|"FC Pune City"|"Gurtej Singh"|1990-05-02|"27"|"India"|"FC Pune City"|"181"|"right"|2017-07-23|NA|2020-05-31|NA|NA
"2017"|"FC Pune City"|"Lalchhuanmawia"|1989-04-14|"28"|"India"|"FC Pune City"|"182"|"left"|2017-07-23|NA|2020-05-31|"25K"|NA
"2017"|"FC Pune City"|"Adil Khan"|1988-07-07|"28"|"India"|"FC Pune City"|"177"|NA|2017-07-23|NA|2020-05-31|NA|NA
"2017"|"FC Pune City"|"Chesterpoul Lyngdoh"|1997-09-23|"19"|"India"|"Mohun Bagan AC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"FC Pune City"|"Rohit Kumar"|1997-01-01|"20"|"India"|"FC Pune City"|"185"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Pune City"|"Marcos Tébar"|1986-02-07|"31"|"Spain"|"Delhi Dynamos FC"|"185"|"right"|2017-08-04|NA|NA|"400K"|"400K"
"2017"|"FC Pune City"|"Lolo"|1984-08-22|"32"|"Spain"|"Without Club"|"182"|"right"|2018-01-19|NA|NA|"300K"|"300K"
"2017"|"FC Pune City"|"Jonatan Lucca"|1994-06-02|"23"|"Brazil"|"Os Belenenses SAD"|"184"|"left"|2016-07-20|NA|2019-06-30|"250K"|"500K"
"2017"|"FC Pune City"|"Marko Stankovic"|1986-02-17|"31"|"Austria"|"FC Pune City"|"178"|"both"|2018-01-17|NA|NA|"250K"|"400K"
"2017"|"FC Pune City"|"Jewel Raja"|1990-01-19|"27"|"India"|"Mohammedan Sporting Club"|"172"|NA|2017-07-23|NA|NA|"50K"|"50K"
"2017"|"FC Pune City"|"Kean Lewis"|1992-09-19|"24"|"India"|"Bengaluru FC"|NA|NA|2017-07-23|NA|NA|"150K"|NA
"2017"|"FC Pune City"|"Robertino Pugliara"|1984-02-21|"33"|"Argentina"|"Persebaya Surabaya"|"170"|NA|2017-09-12|NA|NA|NA|NA
"2017"|"FC Pune City"|"Issac Vanmalsawma"|1996-09-15|"20"|"India"|"Chennaiyin FC"|"174"|"right"|2017-07-23|NA|2018-05-30|NA|NA
"2017"|"FC Pune City"|"Ajay Singh"|1989-03-28|"28"|"India"|"Gokulam Kerala FC"|"175"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Pune City"|"Gani Nigam"|NA|NA|"India"|"FC Pune City"|NA|NA|NA|NA|NA|NA|NA
"2017"|"FC Pune City"|"Marcelinho"|1987-06-22|"30"|"Brazil"|"FC Pune City"|"178"|"left"|2017-08-21|NA|NA|"750K"|"1.00M"
"2017"|"FC Pune City"|"Diego"|1988-05-15|"29"|"Brazil"|"FC Pune City"|"174"|"both"|2017-09-08|NA|NA|"300K"|"400K"
"2017"|"FC Pune City"|"Ashique Kuruniyan"|1997-06-14|"20"|"India"|"FC Pune City"|NA|NA|2017-07-01|NA|2020-05-31|NA|NA
"2017"|"FC Pune City"|"Baljit Sahni"|1987-01-12|"30"|"India"|"Without Club"|"175"|NA|2017-07-23|NA|NA|"125K"|"25K"
"2017"|"FC Pune City"|"Emiliano Alfaro"|1988-04-28|"29"|"Uruguay"|"FC Pune City"|"173"|"right"|2017-07-10|NA|2018-12-31|"700K"|"900K"
"2017"|"Jamshedpur FC"|"Subrata Pal"|1986-12-24|"30"|"India"|"Jamshedpur FC"|"185"|"both"|2017-07-23|NA|NA|"175K"|"100K"
"2017"|"Jamshedpur FC"|"Sanjiban Ghosh"|1991-07-06|"25"|"India"|"Chennaiyin FC"|"183"|NA|2017-07-23|NA|NA|"50K"|NA
"2017"|"Jamshedpur FC"|"André Bikey-Amougou"|1985-01-08|"32"|"Cameroon"|"Amar Tomar Kolkata"|"183"|"right"|2017-08-29|NA|NA|"350K"|"800K"
"2017"|"Jamshedpur FC"|"Anas Edathodika"|1987-02-15|"30"|"India"|"Kerala Blasters FC"|"181"|NA|2017-07-23|NA|NA|"100K"|NA
"2017"|"Jamshedpur FC"|"Robin Gurung"|1992-10-24|"24"|"India"|"Jamshedpur FC"|"172"|NA|2017-07-23|NA|NA|"100K"|NA
"2017"|"Jamshedpur FC"|"Sairuat Kima"|1997-11-07|"19"|"India"|"Bengaluru FC"|"190"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Jamshedpur FC"|"Tiri"|1991-07-14|"25"|"Spain"|"Jamshedpur FC"|"182"|"left"|2017-07-27|NA|2020-06-30|"100K"|"100K"
"2017"|"Jamshedpur FC"|"Shouvik Ghosh"|1992-11-05|"24"|"India"|"Mumbai City FC"|"181"|"left"|2017-07-23|NA|2018-05-30|"50K"|NA
"2017"|"Jamshedpur FC"|"Yumnam Raju"|1989-07-03|"27"|"India"|"Jamshedpur FC"|"170"|NA|2017-07-23|NA|NA|"25K"|NA
"2017"|"Jamshedpur FC"|"Karan Amin"|1989-06-21|"28"|"India"|"Jamshedpur FC"|NA|"right"|2018-01-31|NA|2018-05-31|NA|NA
"2017"|"Jamshedpur FC"|"Memo"|1988-02-14|"29"|"Brazil"|"Jamshedpur FC"|"179"|"right"|2017-08-10|NA|2019-06-30|"200K"|"200K"
"2017"|"Jamshedpur FC"|"Mehtab Hossain"|1985-09-05|"31"|"India"|"Retired"|"171"|"both"|2017-07-23|NA|NA|"100K"|"100K"
"2017"|"Jamshedpur FC"|"Wellington Priori"|1990-02-21|"27"|"Brazil"|"Botafogo Rio de Janeiro"|"190"|"right"|2018-01-09|NA|2018-12-31|"150K"|"100K"
"2017"|"Jamshedpur FC"|"Mohammed Rafique"|1992-09-20|"24"|"India"|"Mumbai City FC"|"173"|NA|NA|NA|NA|"125K"|NA
"2017"|"Jamshedpur FC"|"Matheus Trindade"|1996-03-05|"21"|"Brazil"|"AC Goianiense (GO)"|"175"|"right"|2017-09-01|NA|2018-05-31|"125K"|NA
"2017"|"Jamshedpur FC"|"Souvik Chakrabarti"|1991-07-12|"25"|"India"|"Mumbai City FC"|"174"|"both"|2017-07-23|NA|2018-05-31|"125K"|NA
"2017"|"Jamshedpur FC"|"Bikash Jairu"|1982-03-12|"35"|"India"|"Jamshedpur FC"|NA|NA|2017-07-23|NA|2020-06-30|"50K"|NA
"2017"|"Jamshedpur FC"|"Sumeet Passi"|1995-04-18|"22"|"India"|"Jamshedpur FC"|"179"|NA|2017-07-23|NA|NA|"100K"|NA
"2017"|"Jamshedpur FC"|"Farukh Choudhary"|1996-11-08|"20"|"India"|"Jamshedpur FC"|NA|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Jamshedpur FC"|"Siddharth Singh"|NA|NA|"India"|"Without Club"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Jamshedpur FC"|"Jerry Mawihmingthanga"|1997-03-09|"20"|"India"|"Jamshedpur FC"|NA|NA|2017-07-23|NA|NA|"50K"|NA
"2017"|"Jamshedpur FC"|"Sameehg Doutie"|1989-05-31|"28"|"South Africa"|"IFK Värnamo"|"168"|"right"|2017-08-08|NA|NA|"400K"|"500K"
"2017"|"Jamshedpur FC"|"Ashim Biswas"|1982-07-14|"34"|"India"|"Tollygunge Agragami"|"178"|"right"|2017-07-23|NA|2018-05-30|NA|NA
"2017"|"Jamshedpur FC"|"Kervens Belfort"|1992-05-16|"25"|"Haiti"|"Without Club"|"184"|"right"|2017-08-18|NA|NA|"200K"|"150K"
"2017"|"Jamshedpur FC"|"Izu Azuka"|1989-05-24|"28"|"Nigeria"|"Fasil Kenema FC"|"183"|"right"|2017-11-14|NA|2018-05-31|"200K"|"400K"
"2017"|"Kerala Blasters FC"|"Paul Rachubka"|1981-05-21|"36"|"England"|"Without Club"|"185"|"right"|2017-08-19|NA|NA|"150K"|"250K"
"2017"|"Kerala Blasters FC"|"Sandip Nandy"|1975-01-15|"42"|"India"|"Without Club"|"178"|NA|2017-08-31|NA|NA|"100K"|"25K"
"2017"|"Kerala Blasters FC"|"Subhasish Roy Chowdhury"|1986-09-27|"30"|"India"|"Jamshedpur FC"|"185"|NA|2017-07-23|NA|NA|"75K"|"25K"
"2017"|"Kerala Blasters FC"|"Mohammad Ansari"|1994-02-24|"23"|"India"|"Mohammedan Sporting Club"|"180"|NA|2016-09-07|NA|NA|"50K"|NA
"2017"|"Kerala Blasters FC"|"Jishnu Balakrishnan"|NA|NA|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Wes Brown"|1979-10-13|"37"|"England"|"Without Club"|"184"|"right"|2017-08-15|NA|NA|"500K"|"500K"
"2017"|"Kerala Blasters FC"|"Nemanja Lakic-Pesic"|1991-09-22|"25"|"Serbia"|"Kerala Blasters FC"|"192"|"left"|2017-08-11|NA|2020-06-30|"250K"|"300K"
"2017"|"Kerala Blasters FC"|"Sandesh Jhingan"|1993-07-21|"23"|"India"|"Kerala Blasters FC"|"188"|NA|2014-07-22|NA|2020-05-31|"125K"|"25K"
"2017"|"Kerala Blasters FC"|"Lalruatthara"|1995-01-17|"22"|"India"|"Kerala Blasters FC"|"180"|"both"|2017-07-23|NA|2021-05-31|"50K"|NA
"2017"|"Kerala Blasters FC"|"Mohammad Rakip"|2000-05-14|"17"|"India"|"Kerala Blasters FC"|NA|"right"|2017-12-09|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Lalthakima"|1997-04-09|"20"|"India"|"Without Club"|"178"|"both"|2017-07-23|NA|2018-05-31|NA|NA
"2017"|"Kerala Blasters FC"|"Pritam Singh"|1995-12-10|"21"|"India"|"Kerala Blasters FC"|"174"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Rino Anto"|1988-01-03|"29"|"India"|"Bengaluru FC"|"174"|"right"|2017-07-23|NA|NA|"50K"|NA
"2017"|"Kerala Blasters FC"|"Samuel Shadap"|1992-11-26|"24"|"India"|"Without Club"|"164"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Milan Singh"|1992-05-15|"25"|"India"|"Mumbai City FC"|"174"|NA|2017-07-23|NA|NA|"125K"|NA
"2017"|"Kerala Blasters FC"|"Prasanth Karuthadathkuni"|1997-06-24|"20"|"India"|"Kerala Blasters FC"|NA|NA|2016-09-07|NA|2020-05-31|"25K"|NA
"2017"|"Kerala Blasters FC"|"Hrishi Dhath"|NA|NA|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Ajith Sivan"|1997-06-01|"20"|"India"|"Kerala Blasters FC"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Sahal Abdul Samad"|1997-04-01|"20"|"India"|"Kerala Blasters FC"|NA|NA|2017-09-06|NA|2020-05-31|NA|NA
"2017"|"Kerala Blasters FC"|"Siam Hanghal"|1993-05-26|"24"|"India"|"Delhi Dynamos FC"|"182"|NA|2017-07-23|NA|NA|"125K"|NA
"2017"|"Kerala Blasters FC"|"Deependra Singh Negi"|1998-11-20|"18"|"India"|"Kerala Blasters FC"|"172"|"both"|2017-12-09|NA|2020-05-31|NA|NA
"2017"|"Kerala Blasters FC"|"C.K. Vineeth"|1988-05-20|"29"|"India"|"Kerala Blasters FC"|"178"|NA|2017-07-05|NA|2019-07-31|"175K"|NA
"2017"|"Kerala Blasters FC"|"Arata Izumi"|1982-07-31|"34"|"India"|"Retired"|"175"|NA|2017-07-23|NA|NA|"100K"|"75K"
"2017"|"Kerala Blasters FC"|"Pulga"|1985-11-06|"31"|"Spain"|"Without Club"|"180"|"right"|2018-02-07|NA|NA|"100K"|"100K"
"2017"|"Kerala Blasters FC"|"Kizito Keziron"|1997-01-17|"20"|"Uganda"|"Kerala Blasters FC"|NA|NA|2018-01-01|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Suraj Rawat"|NA|NA|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Kerala Blasters FC"|"Jackichand Singh"|1992-03-17|"25"|"India"|"FC Goa"|"170"|NA|2017-07-23|NA|NA|"125K"|NA
"2017"|"Kerala Blasters FC"|"Courage Pekuson"|1995-01-02|"22"|"Ghana"|"Kerala Blasters FC"|NA|"right"|2017-08-10|NA|2020-06-30|"100K"|NA
"2017"|"Kerala Blasters FC"|"Loken Meitei"|1997-05-04|"20"|"India"|"Kerala Blasters FC"|"170"|"right"|2017-07-23|NA|2018-05-31|NA|NA
"2017"|"Kerala Blasters FC"|"Dimitar Berbatov"|1981-01-30|"36"|"Bulgaria"|"Without Club"|"189"|"right"|2017-08-23|NA|NA|"1.00M"|"1.00M"
"2017"|"Kerala Blasters FC"|"Gudjón Baldvinsson"|1986-02-15|"31"|"Iceland"|"UMF Stjarnan Gardabaer"|"184"|"right"|2018-01-26|NA|2018-03-31|"175K"|"200K"
"2017"|"Kerala Blasters FC"|"Iain Hume"|1983-10-30|"33"|"Canada"|"FC Pune City"|"170"|"right"|2017-07-24|NA|2018-04-30|"150K"|"200K"
"2017"|"Kerala Blasters FC"|"Mark Sifneos"|1996-11-24|"20"|"Netherlands"|"Panathinaikos Athens"|"191"|"right"|2017-08-19|NA|2020-06-30|"25K"|"25K"
"2017"|"Kerala Blasters FC"|"Karan Sawhney"|1992-03-23|"25"|"India"|"Without Club"|"184"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Mumbai City FC"|"Amrinder Singh"|1993-05-27|"24"|"India"|"Mumbai City FC"|"186"|NA|2017-07-01|NA|2021-06-30|"75K"|NA
"2017"|"Mumbai City FC"|"Kunal Sawant"|1986-08-23|"30"|"India"|"Mumbai City FC"|"188"|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Mumbai City FC"|"Arindam Bhattacharya"|1989-05-20|"28"|"India"|"Amar Tomar Kolkata"|"189"|NA|2017-07-23|NA|NA|"75K"|"25K"
"2017"|"Mumbai City FC"|"Biswajit Saha"|1987-12-15|"29"|"India"|"Without Club"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Mumbai City FC"|"Davinder Singh"|1995-09-23|"21"|"India"|"Mumbai City FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Mumbai City FC"|"Márcio Rosário"|1983-11-21|"33"|"Brazil"|"Persipura Jayapura"|"187"|"left"|2017-08-08|NA|NA|"350K"|"500K"
"2017"|"Mumbai City FC"|"Gérson"|1992-10-04|"24"|"Brazil"|"Amar Tomar Kolkata"|"180"|"right"|2017-07-27|NA|NA|"225K"|"300K"
"2017"|"Mumbai City FC"|"Lucian Goian"|1983-02-10|"34"|"Romania"|"Mumbai City FC"|"185"|"right"|2017-07-26|NA|2019-05-31|"150K"|"150K"
"2017"|"Mumbai City FC"|"Lalchhawnkima"|1991-05-31|"26"|"India"|"Mohun Bagan AC"|"178"|"both"|2017-07-23|NA|2018-05-30|"125K"|NA
"2017"|"Mumbai City FC"|"Raju Gaikwad"|1990-09-25|"26"|"India"|"Jamshedpur FC"|"180"|NA|2017-07-23|NA|NA|"100K"|"50K"
"2017"|"Mumbai City FC"|"Aiborlang Khongjee"|1987-12-09|"29"|"India"|"Amar Tomar Kolkata"|"180"|NA|2017-07-23|NA|NA|"125K"|NA
"2017"|"Mumbai City FC"|"Mehrajuddin Wadoo"|1984-02-12|"33"|"India"|"Without Club"|"186"|"right"|2017-07-23|NA|NA|"100K"|"75K"
"2017"|"Mumbai City FC"|"Sahil Tavora"|1995-10-19|"21"|"India"|"Grupo Desportivo Santa Cruz de Alvarenga"|"180"|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Mumbai City FC"|"Zakeer Mundampara"|1990-05-20|"27"|"India"|"Kerala Blasters FC"|NA|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Mumbai City FC"|"Sehnaj Singh"|1993-07-29|"23"|"India"|"Mumbai City FC"|"180"|NA|2016-07-01|NA|2019-05-31|"125K"|NA
"2017"|"Mumbai City FC"|"Léo Costa"|1986-03-03|"31"|"Brazil"|"Without Club"|"181"|"right"|2017-08-07|NA|NA|"200K"|"250K"
"2017"|"Mumbai City FC"|"Sanju Pradhan"|1989-08-15|"27"|"India"|"Mumbai City FC"|"168"|"right"|2017-07-23|NA|NA|"50K"|NA
"2017"|"Mumbai City FC"|"Abhinas Ruidas"|1994-10-12|"22"|"India"|"Mohun Bagan AC"|"173"|NA|2017-07-23|NA|NA|"50K"|NA
"2017"|"Mumbai City FC"|"Achille Emaná"|1982-06-05|"35"|"Cameroon"|"Without Club"|"180"|"right"|2017-09-01|NA|NA|"300K"|"400K"
"2017"|"Mumbai City FC"|"Rakesh Oram"|1997-10-31|"19"|"India"|"Bengaluru FC B"|NA|NA|2016-09-01|NA|NA|"75K"|NA
"2017"|"Mumbai City FC"|"Pranjal Bhumij"|1999-03-02|"18"|"India"|"Mumbai City FC"|"172"|"right"|2017-07-23|NA|2021-05-31|NA|NA
"2017"|"Mumbai City FC"|"Thiago Santos"|1995-04-12|"22"|"Brazil"|"Clube de Regatas do Flamengo B"|"178"|"right"|2017-09-03|NA|NA|"100K"|NA
"2017"|"Mumbai City FC"|"Éverton Santos"|1986-10-14|"30"|"Brazil"|"Amar Tomar Kolkata"|"176"|"right"|2017-08-03|NA|NA|"250K"|"250K"
"2017"|"Mumbai City FC"|"Rafa Jordá"|1984-01-01|"33"|"Spain"|"Without Club"|"192"|"right"|2017-08-04|NA|NA|"100K"|"100K"
"2017"|"Mumbai City FC"|"Balwant Singh"|1986-12-15|"30"|"India"|"Amar Tomar Kolkata"|"180"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"TP Rehenesh"|1993-02-13|"24"|"India"|"NorthEast United FC"|"178"|NA|2015-07-01|NA|2019-05-31|"50K"|NA
"2017"|"NorthEast United FC"|"Ravi Kumar"|1993-07-04|"23"|"India"|"Mumbai City FC"|"182"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Ishan Debnath"|1991-06-07|"26"|"India"|"Without Club"|"178"|NA|2017-12-20|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Gurpreet Singh"|1995-07-15|"21"|"India"|"Aizawl Football Club"|NA|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"José Goncalves"|1985-09-17|"31"|"Portugal"|"Without Club"|"190"|"left"|2017-09-13|NA|2018-05-30|"500K"|"500K"
"2017"|"NorthEast United FC"|"Martín Díaz"|1988-03-17|"29"|"Uruguay"|"FC Pune City"|"185"|"left"|2017-09-13|NA|NA|"350K"|"275K"
"2017"|"NorthEast United FC"|"Sambinha"|1992-09-23|"24"|"Guinea-Bissau"|"SU 1º Dezembro"|"184"|"right"|2017-08-30|NA|NA|"150K"|"200K"
"2017"|"NorthEast United FC"|"Gurwinder Singh"|1986-04-16|"31"|"India"|"NorthEast United FC"|"183"|NA|NA|NA|NA|"50K"|NA
"2017"|"NorthEast United FC"|"Abdul Hakku"|1994-10-06|"22"|"India"|"Kerala Blasters FC"|"184"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Gursimrat Singh Gill"|1997-02-11|"20"|"India"|"Bengaluru FC"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Robert Lalthlamuana"|1988-09-04|"28"|"India"|"NorthEast United FC"|"171"|"left"|2017-07-23|NA|2018-05-31|"75K"|"25K"
"2017"|"NorthEast United FC"|"Nirmal Chettri"|1990-10-21|"26"|"India"|"FC Goa"|"177"|"both"|2016-05-25|NA|NA|"125K"|"75K"
"2017"|"NorthEast United FC"|"Reagan Singh"|1991-04-01|"26"|"India"|"NorthEast United FC"|"173"|"right"|2016-07-01|NA|2020-05-31|"75K"|NA
"2017"|"NorthEast United FC"|"Adilson Goiano"|1988-02-09|"29"|"Brazil"|"Sampaio Corrêa Futebol Clube (MA)"|"180"|"right"|2017-09-13|NA|NA|"1.00M"|"900K"
"2017"|"NorthEast United FC"|"Rowllin Borges"|1992-06-05|"25"|"India"|"NorthEast United FC"|"183"|NA|2016-05-25|NA|NA|"100K"|NA
"2017"|"NorthEast United FC"|"Hélio Pinto"|1984-02-29|"33"|"Portugal"|"Louletano DC"|"185"|"left"|2018-01-01|NA|NA|"150K"|"350K"
"2017"|"NorthEast United FC"|"Lalrempuia Fanai"|1996-05-11|"21"|"India"|"NorthEast United FC"|"172"|NA|2016-07-01|NA|NA|"75K"|NA
"2017"|"NorthEast United FC"|"Maic Sema"|1988-12-02|"28"|"Sweden"|"GIF Sundsvall"|"173"|"right"|2018-01-20|NA|NA|"300K"|"500K"
"2017"|"NorthEast United FC"|"Lalrindika Ralte"|1992-09-07|"24"|"India"|"East Bengal FC"|"173"|NA|2017-07-23|NA|NA|"125K"|"75K"
"2017"|"NorthEast United FC"|"Marcinho"|1986-05-14|"31"|"Brazil"|"Criciúma Esporte Clube"|"182"|"left"|2017-08-17|NA|2018-05-30|"800K"|"1.20M"
"2017"|"NorthEast United FC"|"Holicharan Narzary"|1994-05-10|"23"|"India"|"Kerala Blasters FC"|"174"|NA|2017-07-23|NA|NA|"100K"|NA
"2017"|"NorthEast United FC"|"Sushil Meitei"|1997-02-08|"20"|"India"|"NEROCA FC"|"170"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Seiminlen Doungel"|1994-01-03|"23"|"India"|"Kerala Blasters FC"|"172"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Odaïr Fortes"|1987-03-31|"30"|"Cape Verde"|"Without Club"|"185"|"right"|2017-09-13|NA|NA|"400K"|"500K"
"2017"|"NorthEast United FC"|"Malemnganba Meetei"|1992-01-05|"25"|"India"|"NEROCA FC"|"175"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"NorthEast United FC"|"Luis Alfonso Páez"|1986-10-27|"30"|"Colombia"|"Unknown"|"182"|"left"|2017-09-15|NA|NA|"900K"|"750K"
"2017"|"NorthEast United FC"|"Danilo"|1991-04-25|"26"|"Brazil"|"Kasetsart FC"|"186"|"right"|2017-09-13|NA|NA|"200K"|"200K"
"2017"|"NorthEast United FC"|"John Jairo Mosquera"|1988-01-15|"29"|"Colombia"|"Royal Pari Fútbol Club"|"192"|"right"|2018-01-25|NA|NA|"200K"|"250K"
"2018"|"Bengaluru FC"|"Gurpreet Singh Sandhu"|1992-02-03|"26"|"India"|NA|NA|"right"|2017-08-18|NA|2023-05-31|"100K"|"100K"
"2018"|"Bengaluru FC"|"Soram Anganba"|1992-12-24|"25"|"India"|NA|NA|NA|2018-07-09|NA|2019-05-31|"100K"|NA
"2018"|"Bengaluru FC"|"Aditya Patra"|NA|NA|"India"|NA|NA|NA|2018-09-18|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Joyner Lourenco"|1991-11-08|"26"|"India"|NA|NA|NA|2017-07-23|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Roshan Singh"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Prashanth Kalinga"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Myron Mendes"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Asheer Akhtar"|1994-12-14|"23"|"India"|NA|NA|NA|2018-09-18|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Albert Serrán"|1984-07-17|"34"|"Spain"|NA|NA|"right"|2018-08-31|NA|2019-06-30|"350K"|"350K"
"2018"|"Bengaluru FC"|"Juanan"|1987-04-27|"31"|"Spain"|NA|NA|"left"|2016-08-08|NA|2020-05-31|NA|NA
"2018"|"Bengaluru FC"|"Sairuat Kima"|1997-11-07|"20"|"India"|NA|NA|NA|2018-07-01|NA|2020-05-31|NA|NA
